WKT,Enplanements,Passengers,Magnetic_Variation,State_Name,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Facility_Type,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,County_s_State_Post_Office_Code,SHAPE_X,SHAPE_Y
"POINT (-89.0844416663395 39.3788861114395)",,,1,Illinois,Pana Community Hospital,685,,LL29,,Christian,W,Heliport,,,,Pana,St Louis,11/2002,IL,-89.0844416663395,39.3788861114395
"POINT (-87.6764144441249 39.6078124997258)",,,1,Illinois,Paris Community Hospital,734,,8LL5,,Edgar,W,Heliport,,,,Paris,St Louis,01/1973,IL,-87.6764144441249,39.6078124997258
"POINT (-87.7122488884937 39.6033680558518)",,,1,Illinois,State Highway Paris,740,,8LL6,,Edgar,W,Heliport,,,,Paris,St Louis,06/1974,IL,-87.7122488884937,39.6033680558518
"POINT (-87.8482638890305 42.0384277776359)",,,2,Illinois,Advocate Lutheran General Hospital,805,,71IL,,Cook,W,Heliport,,,,Park Ridge,Chicago,07/1998,IL,-87.8482638890305,42.0384277776359
"POINT (-89.2865002774571 42.346128611024)",,,,Illinois,Olson,750,,5IL1,,Winnebago,W,Heliport,,,,Pecatonica,Chicago,04/1993,IL,-89.2865002774571,42.346128611024
"POINT (-89.362499999875 42.3072222221357)",,,1,Illinois,Pecatonica Fire Protection District,774,,IS58,,Winnebago,W,Heliport,,,,Pecatonica,Chicago,02/1999,IL,-89.362499999875,42.3072222221357
"POINT (-89.592449999804 40.7027638889722)",,,1,Illinois,Osf Saint Francis Medical Center,720,,LL37,,Peoria,E,Heliport,,,,Peoria,Chicago,07/1968,IL,-89.592449999804,40.7027638889722
"POINT (-89.5945405555399 40.750592500211)",,,1,Illinois,Proctor Hospital,640,,2IS1,,Peoria,E,Heliport,,,,Peoria,Chicago,06/1983,IL,-89.5945405555399,40.750592500211
"POINT (-89.5948197222858 40.7005930557092)",,,1,Illinois,Unity Point Health - Methodist,631,,IL04,,Peoria,E,Heliport,,,,Peoria,Chicago,12/1988,IL,-89.5948197222858,40.7005930557092
"POINT (-87.7505555558133 41.3700000001143)",,,,Illinois,South Suburban,773,,57IL,,Will,,Heliport,,,,Peotone,Chicago,11/2011,IL,-87.7505555558133,41.3700000001143
"POINT (-89.1236947222856 41.3292013889328)",,,1,Illinois,Illinois Valley Community Hospital,600,,IS49,,La Salle,E,Heliport,,,,Peru,Chicago,05/1989,IL,-89.1236947222856,41.3292013889328
"POINT (-89.3200000004025 38.0833333333239)",,,,Illinois,Pinckneyville Correctional Center,463,,3IL6,,Perry,E,Heliport,,,,Pinckneyville,St Louis,10/1999,IL,-89.3200000004025,38.0833333333239
"POINT (-90.8140180552358 39.6072697224367)",,,2,Illinois,Illini Community Hospital,740,,IS44,,Pike,E,Heliport,,,,Pittsfield,St Louis,09/1980,IL,-90.8140180552358,39.6072697224367
"POINT (-88.6805555554742 40.8711111113078)",,,1,Illinois,St James Hospital,660,,LL42,,Livingston,W,Heliport,,,,Pontiac,Chicago,11/2002,IL,-88.6805555554742,40.8711111113078
"POINT (-89.4567586110601 41.3678138887369)",,,1,Illinois,Perry Memorial Hospital,735,,IS67,,Bureau,E,Heliport,,,,Princeton,Chicago,05/1981,IL,-89.4567586110601,41.3678138887369
"POINT (-89.4713888890859 41.3858333335262)",,,,Illinois,Advanced Asphalt,705,,LL08,,Bureau,,Heliport,,,,Princeton,Chicago,02/2011,IL,-89.4713888890859,41.3858333335262
"POINT (-91.3990388888375 39.936434722146)",,,2,Illinois,Blessing Hospital,625,,0IS8,,Adams,E,Heliport,,,,Quincy,Kansas City,11/1982,IL,-91.3990388888375,39.936434722146
"POINT (-89.9966666664393 38.2097222223115)",,,,Illinois,Red Bud Rgnl Hospital,420,,78IS,,Randolph,E,Heliport,,,,Red Bud,St Louis,02/2001,IL,-89.9966666664393,38.2097222223115
"POINT (-87.7507527773407 39.0153166667305)",,,,Illinois,Crawford Memorial Hospital,553,,35LL,,Crawford,W,Heliport,,,,Robinson,St Louis,06/1974,IL,-87.7507527773407,39.0153166667305
"POINT (-89.0636111111198 41.9283333332976)",,,2,Illinois,Rochelle Community Hospital,817,,IL41,,Ogle,W,Heliport,,,,Rochelle,Chicago,01/2006,IL,-89.0636111111198,41.9283333332976
"POINT (-89.0742722225886 42.2650200001085)",,,,Illinois,Swedish American,874,,09IS,,Winnebago,E,Heliport,,,,Rockford,Chicago,09/1986,IL,-89.0742722225886,42.2650200001085
"POINT (-89.0992736107568 42.2986302780422)",,,,Illinois,Rockford Memorial Hospital,731,,LL83,,Winnebago,E,Heliport,,,,Rockford,Chicago,07/1968,IL,-89.0992736107568,42.2986302780422
"POINT (-89.0072361110611 42.2707138890678)",,,,Illinois,St Anthony Medical Center,875,,LL84,,Winnebago,W,Heliport,,,,Rockford,Chicago,07/1972,IL,-89.0072361110611,42.2707138890678
"POINT (-89.0692727773339 42.2994636112813)",,,,Illinois,Ingersoll,745,,1IS7,,Winnebago,E,Heliport,,,,Rockford,Chicago,01/1983,IL,-89.0692727773339,42.2994636112813
"POINT (-90.5713888893321 41.4811111111127)",,,2,Illinois,Trinity Medical Center - Rock Island,664,,0IS0,,Rock Island,E,Heliport,,,,Rock Island,Chicago,04/1982,IL,-90.5713888893321,41.4811111111127
"POINT (-88.0175711106652 42.0586383330491)",,,1,Illinois,Steel Supply,700,,76IS,,Cook,W,Heliport,,,,Rolling Meadows,Chicago,03/1988,IL,-88.0175711106652,42.0586383330491
"POINT (-88.1011827777118 41.9864169443722)",,,1,Illinois,Clarke,805,,LL95,,Du Page,W,Heliport,,,,Roselle,Chicago,08/1975,IL,-88.1011827777118,41.9864169443722
"POINT (-88.9488888885423 38.6424999997788)",,,,Illinois,Salem Township Hospital,570,,5IL9,,Marion,,Heliport,,,,Salem,St Louis,05/2002,IL,-88.9488888885423,38.6424999997788
"POINT (-88.6167430555303 41.6500300001911)",,,,Illinois,Hospital,670,,0LL7,,De Kalb,W,Heliport,,,,Sandwich,Chicago,05/1972,IL,-88.6167430555303,41.6500300001911
"POINT (-89.1577777779389 40.7191666669048)",,,,Illinois,Deckert,745,,95LL,,Woodford,,Heliport,,,,Secor,Chicago,06/2011,IL,-89.1577777779389,40.7191666669048
"POINT (-88.5891666663632 41.2919444445958)",,,1,Illinois,Howard,570,,5IL7,,Grundy,W,Heliport,,,,Seneca,Chicago,08/1999,IL,-88.5891666663632,41.2919444445958
"POINT (-88.4206130557934 40.0978099998701)",,,,Illinois,Igoe,695,,43IS,,Champaign,E,Heliport,,,,Seymour,Chicago,09/1987,IL,-88.4206130557934,40.0978099998701
"POINT (-88.8088888886416 39.4052777778395)",,,1,Illinois,Shelby Memorial Hospital,628,,II23,,Shelby,W,Heliport,,,,Shelbyville,St Louis,10/2000,IL,-88.8088888886416,39.4052777778395
"POINT (-87.8165388885402 39.8882972220799)",,,,Illinois,Mcdowell,706,,2IL6,,Vermilion,,Heliport,,,,Sidell,St Louis,12/2013,IL,-87.8165388885402,39.8882972220799
"POINT (-90.41818555559 41.4944783331954)",,,1,Illinois,Genesis Medical Center - Illini Campus,700,,2LL6,,Rock Island,E,Heliport,,,,Silvis,Chicago,05/1973,IL,-90.41818555559,41.4944783331954
"POINT (-89.6042630559959 39.7231061108407)",,,1,Illinois,Lincoln Land Community College,580,,IL47,,Sangamon,E,Heliport,,,,Springfield,St Louis,08/1990,IL,-89.6042630559959,39.7231061108407
"POINT (-89.6550999998201 39.8097724998253)",,,1,Illinois,Memorial Medical Center - Springfield,688,,54LL,,Sangamon,E,Heliport,,,,Springfield,St Louis,05/1978,IL,-89.6550999998201,39.8097724998253
"POINT (-89.6444444444313 39.8066666663433)",,,1,Illinois,St Johns Hospital,632,,97IS,,Sangamon,E,Heliport,,,,Springfield,St Louis,08/1972,IL,-89.6444444444313,39.8066666663433
"POINT (-89.6044444447164 39.6113888891394)",,,,Illinois,Il Emergency Operations Center,590,,IL20,,Sangamon,,Heliport,,,,Springfield,St Louis,05/2006,IL,-89.6044444447164,39.6113888891394
"POINT (-89.1973074997211 41.3250350000251)",,,,Illinois,St Margarets Hospital,625,,3LL7,,Bureau,E,Heliport,,,,Spring Valley,Chicago,12/1968,IL,-89.1973074997211,41.3250350000251
"POINT (-89.7889838892791 39.013101666622)",,,1,Illinois,Community Memorial Hospital,622,,IS21,,Macoupin,E,Heliport,,,,Staunton,St Louis,06/1980,IL,-89.7889838892791,39.013101666622
"POINT (-89.6970888893371 41.8028888889861)",,,1,Illinois,Cgh Medical Center,707,,IS46,,Whiteside,E,Heliport,,,,Sterling,Chicago,08/1986,IL,-89.6970888893371,41.8028888889861
"POINT (-89.1833333332125 42.1055555553744)",,,1,Illinois,Stillman Fire,720,,3IL3,,Ogle,W,Heliport,,,,Stillman Valley,Chicago,03/1998,IL,-89.1833333332125,42.1055555553744
"POINT (-88.8351805557984 41.1133999997385)",,,,Illinois,St Mary's Hospital - Streator,665,,IS29,,La Salle,E,Heliport,,,,Streator,Chicago,07/1980,IL,-88.8351805557984,41.1133999997385
"POINT (-87.9080555558138 38.7283333333182)",,,2,Illinois,Il Dept Of Corrections/Lawrence County,490,,34LL,,Lawrence,W,Heliport,,,,Sumner,St Louis,02/2001,IL,-87.9080555558138,38.7283333333182
"POINT (-89.2658333332984 37.2388888890178)",,,,Illinois,Village Of Tamms,340,,32IL,,Alexander,E,Heliport,,,,Tamms,St Louis,,IL,-89.2658333332984,37.2388888890178
"POINT (-89.2805555556902 37.2527777780308)",,,,Illinois,Tamms Correctional Center,346,,31IL,,Alexander,E,Heliport,,,,Tamms,St Louis,10/1998,IL,-89.2805555556902,37.2527777780308
"POINT (-89.2941666662801 39.5544444447398)",,,,Illinois,Taylorville Memorial Hospital,620,,2LL0,,Christian,,Heliport,,,,Taylorville,St Louis,09/2011,IL,-89.2941666662801,39.5544444447398
"POINT (-89.8389936113892 41.1055925003185)",,,1,Illinois,Webster,750,,5IS6,,Stark,E,Heliport,,,,Toulon,Chicago,07/1984,IL,-89.8389936113892,41.1055925003185
"POINT (-89.0321666670691 37.2671666669439)",,,1,Illinois,Shawnee Community College,440,,IL19,,Pulaski,E,Heliport,,,,Ullin,St Louis,05/1992,IL,-89.0321666670691,37.2671666669439
"POINT (-89.1647222222091 37.2713888887846)",,,,Illinois,Il State Police  District 22,335,,IS48,,Pulaski,E,Heliport,,,,Ullin,St Louis,05/1999,IL,-89.1647222222091,37.2713888887846
"POINT (-88.4975000002001 42.2033333335564)",,,,Illinois,Lynn,870,,42IL,,Mc Henry,,Heliport,,,,Union,Chicago,05/2006,IL,-88.4975000002001,42.2033333335564
"POINT (-88.2147222217924 40.1177777777999)",,,,Illinois,Carle Hospital,879,,IS96,,Champaign,W,Heliport,,,,Urbana,Chicago,02/1982,IL,-88.2147222217924,40.1177777777999
"POINT (-88.1844905554775 40.1111433335703)",,,,Illinois,County Emerg Svcs/Disaster Agcy,725,,IS22,,Champaign,W,Heliport,,,,Urbana,Chicago,04/1980,IL,-88.1844905554775,40.1111433335703
"POINT (-89.0961111106636 38.9691666667846)",,,,Illinois,Fayette County Hospital,521,,IL26,,Fayette,W,Heliport,,,,Vandalia,St Louis,02/2000,IL,-89.0961111106636,38.9691666667846
"POINT (-88.1427777775362 39.8972222219528)",,,,Illinois,Illinois Wing & Rotor,650,,7IL5,,Champaign,,Heliport,,,,Villa Grove,St Louis,01/2010,IL,-88.1427777775362,39.8972222219528
"POINT (-88.1683333337081 41.8102777774498)",,,2,Illinois,Cornerstone,773,,72IL,,Du Page,W,Heliport,,,,Warrenville,Chicago,10/2002,IL,-88.1683333337081,41.8102777774498
"POINT (-90.1624999995641 38.3391666666324)",,,,Illinois,Monroe County Ambulance Service,630,,29LL,,Monroe,E,Heliport,,,,Waterloo,St Louis,02/2001,IL,-90.1624999995641,38.3391666666324
"POINT (-87.7313888889089 40.7661111109756)",,,2,Illinois,Iroquois Memorial Hospital,677,,IS89,,Iroquois,W,Heliport,,,,Watseka,Chicago,05/1999,IL,-87.7313888889089,40.7661111109756
"POINT (-87.8656277781952 42.3577997224395)",,,1,Illinois,Vista Medical Center West,700,,7LL1,,Lake,W,Heliport,,,,Waukegan,Chicago,06/1973,IL,-87.8656277781952,42.3577997224395
"POINT (-87.8325713891138 42.3786327776157)",,,1,Illinois,Vista Medical Center-East,624,,7LL2,,Lake,W,Heliport,,,,Waukegan,Chicago,12/1973,IL,-87.8325713891138,42.3786327776157
"POINT (-89.2028697224333 41.7083652780945)",,,,Illinois,Bernardin,830,,0IS9,,Lee,E,Heliport,,,,West Brooklyn,Chicago,11/1982,IL,-89.2028697224333,41.7083652780945
"POINT (-88.9538888889558 37.8994444441248)",,,1,Illinois,Miners Memorial Health Center,402,,8LL8,,Franklin,W,Heliport,,,,West  Frankfort,St Louis,08/2001,IL,-88.9538888889558,37.8994444441248
"POINT (-87.9350588889999 41.7489199998225)",,,1,Illinois,Midwest,710,,05LL,,Du Page,W,Heliport,,,,Willowbrook,Chicago,12/1976,IL,-87.9350588889999,41.7489199998225
"POINT (-88.1579194439954 41.8725249998399)",,,1,Illinois,Central Dupage Hospital,735,,IS39,,Du Page,W,Heliport,,,,Winfield,Chicago,09/1993,IL,-88.1579194439954,41.8725249998399
"POINT (-89.2424999998319 42.2986111110433)",,,1,Illinois,Sills-Anderson,950,,7IS1,,Winnebago,W,Heliport,,,,Winnebago,Chicago,08/1999,IL,-89.2424999998319,42.2986111110433
"POINT (-89.4388888886438 37.5074999997217)",,,,Illinois,Ware-Wolf Lake,350,,IS99,,Union,E,Heliport,,,,Wolf Lake,St Louis,10/1998,IL,-89.4388888886438,37.5074999997217
"POINT (-88.4026666666592 42.2761666663913)",,,1,Illinois,Memorial Medical Center - Woodstock,940,,IL42,,Mc Henry,W,Heliport,,,,Woodstock,Detroit,09/1996,IL,-88.4026666666592,42.2761666663913
"POINT (-89.7603527773572 41.0743027776574)",,,,Illinois,Meaker Rla,723,,3IL5,,Stark,,Heliport,,,,Wyoming,Chicago,12/2013,IL,-89.7603527773572,41.0743027776574
"POINT (-88.4686111113174 41.6602777781076)",,,,Illinois,Rush Copley Emergency Center,637,,62LL,,Kendall,,Heliport,,,,Yorkville,Chicago,06/2013,IL,-88.4686111113174,41.6602777781076
"POINT (-85.2908061107813 40.9661583335243)",,,3,Indiana,Gm,837,,25II,,Allen,W,Heliport,,,,Aboite,Chicago,01/1987,IN,-85.2908061107813,40.9661583335243
"POINT (-85.6958094446874 40.1308744447641)",,,3,Indiana,Community Hospital,890,,01IN,,Madison,W,Heliport,,,,Anderson,Chicago,09/1972,IN,-85.6958094446874,40.1308744447641
"POINT (-84.9947222222805 41.6338888891476)",,,4,Indiana,Cameron Hospital,1073,,IG00,,Steuben,W,Heliport,,,,Angola,Detroit,02/1998,IN,-84.9947222222805,41.6338888891476
"POINT (-80.0341666666907 41.3700000001143)",,,8,Indiana,Dekalb Memorial Hospital,900,,9II7,,De Kalb,W,Heliport,,,,Auburn,Detroit,11/1992,IN,-80.0341666666907,41.3700000001143
"POINT (-86.3955555551385 39.7622222224268)",,,,Indiana,Indiana University Health West Hospital,832,,5IN1,,Hendricks,,Heliport,,,,Avon,St Louis,05/2006,IN,-86.3955555551385,39.7622222224268
"POINT (-86.8627877777202 40.5064238885868)",,,2,Indiana,Dammon,664,,II00,,Tippecanoe,W,Heliport,,,,Battle Ground,Chicago,02/1982,IN,-86.8627877777202,40.5064238885868
"POINT (-86.512655555391 38.8581555555496)",,,4,Indiana,Bedford Medical Center,661,,57IN,,Lawrence,W,Heliport,,,,Bedford,St Louis,09/1991,IN,-86.512655555391,38.8581555555496
"POINT (-86.5413888893041 39.1605555553533)",,,,Indiana,Indiana University Health Bloomington,800,,2IG6,,Monroe,,Heliport,,,,Bloomington,Chicago,11/2007,IN,-86.5413888893041,39.1605555553533
"POINT (-85.1960813889482 40.7339355552584)",,,3,Indiana,Wells County Sheriff's Dept,830,,65IN,,Wells,W,Heliport,,,,Bluffton,Detroit,08/1991,IN,-85.1960813889482,40.7339355552584
"POINT (-85.9166666667677 39.5647222222444)",,,3,Indiana,Williams,630,,9II6,,Shelby,W,Heliport,,,,Boggstown,St Louis,02/1996,IN,-85.9166666667677,39.5647222222444
"POINT (-87.111666666786 39.5277777778269)",,,,Indiana,St. Vincent Clay Hospital,675,,IN48,,Clay,,Heliport,,,,Brazil,St Louis,07/2003,IN,-87.111666666786,39.5277777778269
"POINT (-87.063641666295 39.4745083335913)",,,,Indiana,Volmedics,702,,6IN0,,Clay,,Heliport,,,,Brazil,St Louis,08/2009,IN,-87.063641666295,39.4745083335913
"POINT (-86.1583333336585 41.4566666665646)",,,,Indiana,Bremen Community Hospital,812,,8IN8,,Marshall,,Heliport,,,,Bremen,Chicago,03/2007,IN,-86.1583333336585,41.4566666665646
"POINT (-86.0460958331906 39.9119830556267)",,,2,Indiana,Rider Private,810,,7II1,,Marion,W,Heliport,,,,Castleton,St Louis,02/1985,IN,-86.0460958331906,39.9119830556267
"POINT (-87.3494536114744 38.0931011109582)",,,2,Indiana,Squaw Creek,410,,7II5,,Warrick,W,Heliport,,,,Chandler,St Louis,03/1985,IN,-87.3494536114744,38.0931011109582
"POINT (-85.7557961114643 38.2834030552063)",,,2,Indiana,Holiday Inn Lakeview,445,,1I6,,Clark,W,Heliport,,,,Clarksville,St Louis,01/1971,IN,-85.7557961114643,38.2834030552063
"POINT (-84.858888888942 41.7333333330994)",,,5,Indiana,Clear Lake,1050,,IN66,,Steuben,W,Heliport,,,,Clear Lake,Detroit,05/1998,IN,-84.858888888942,41.7333333330994
"POINT (-84.8227777778387 41.7350000002764)",,,5,Indiana,East Clear,1069,,4IN3,,Steuben,W,Heliport,,,,Clear Lake,Detroit,09/1999,IN,-84.8227777778387,41.7350000002764
"POINT (-87.3978638886109 39.6524027779279)",,,1,Indiana,Union Hospital Clinton,486,,2II8,,Vermillion,W,Heliport,,,,Clinton,St Louis,11/1992,IN,-87.3978638886109,39.6524027779279
"POINT (-85.8949900000599 39.2183847218867)",,,2,Indiana,Columbus Rgnl Hospital,632,,2IN7,,Bartholomew,W,Heliport,,,,Columbus,St Louis,10/1977,IN,-85.8949900000599,39.2183847218867
"POINT (-87.3080666668597 40.1528158332108)",,,1,Indiana,Rice Private,660,,2II9,,Fountain,W,Heliport,,,,Covington,Chicago,11/1982,IN,-87.3080666668597,40.1528158332108
"POINT (-86.9058405555028 40.0661527778373)",,,1,Indiana,St Clare Medical Center,760,,7II2,,Montgomery,W,Heliport,,,,Crawfordsville,St Louis,02/1985,IN,-86.9058405555028,40.0661527778373
"POINT (-87.3688888890218 41.3944444441839)",,,1,Indiana,St Anthony,758,,2IN8,,Lake,W,Heliport,,,,Crown Point,Chicago,03/1977,IN,-87.3688888890218,41.3944444441839
"POINT (-86.5016666666413 39.762777778115)",,,2,Indiana,Hendricks Community Hospital,893,,74II,,Hendricks,W,Heliport,,,,Danville,St Louis,01/1993,IN,-86.5016666666413,39.762777778115
"POINT (-86.6444444442501 39.7455555556584)",,,2,Indiana,Dragons Den,934,,4IN6,,Hendricks,W,Heliport,,,,Danvillle,St Louis,09/1999,IN,-86.6444444442501,39.7455555556584
"POINT (-84.9160766667034 40.8214361113762)",,,4,Indiana,Adams Co Memorial Hospital,799,,56II,,Adams,W,Heliport,,,,Decatur,Detroit,12/1991,IN,-84.9160766667034,40.8214361113762
"POINT (-87.5236111113142 41.4933333332233)",,,,Indiana,St Margaret Mercy Hospital,727,,72II,,Lake,,Heliport,,,,Dyer,Chicago,03/2007,IN,-87.5236111113142,41.4933333332233
"POINT (-86.0294458333856 41.6403263890003)",,,2,Indiana,Norwood,770,,IN75,,Elkhart,W,Heliport,,,,Elkhart,Chicago,11/1988,IN,-86.0294458333856,41.6403263890003
"POINT (-87.5722377773313 37.9847641664653)",,,,Indiana,Deaconess Hospital,390,,16IN,,Vanderburgh,W,Heliport,,,,Evansville,St Louis,10/1974,IN,-87.5722377773313,37.9847641664653
"POINT (-87.5655705558528 37.971708610955)",,,,Indiana,Executive Inn,400,,6II1,,Vanderburgh,W,Heliport,,,,Evansville,St Louis,06/1984,IN,-87.5655705558528,37.971708610955
"POINT (-87.504179444096 37.965041944308)",,,,Indiana,St Mary's Medical Center,386,,1II6,,Vanderburgh,W,Heliport,,,,Evansville,Chicago,08/1982,IN,-87.504179444096,37.965041944308
"POINT (-86.0166499996116 39.8833724998378)",,,2,Indiana,Fort Benjamin Harrison Helipad,860,,91I,,Parke,W,Heliport,,,,Fort Benjamin Harrison,St Louis,,IN,-86.0166499996116,39.8833724998378
"POINT (-85.1102477776739 41.0964372223845)",,,5,Indiana,Parkview Memorial Hospital,817,,1II7,,Allen,W,Heliport,,,,Fort Wayne,Chicago,08/1982,IN,-85.1102477776739,41.0964372223845
"POINT (-85.1496930551245 41.0786591664318)",,,3,Indiana,St Joseph Medical Center,845,,13II,,Allen,W,Heliport,,,,Fort Wayne,Chicago,10/1986,IN,-85.1496930551245,41.0786591664318
"POINT (-85.2181111115289 41.1074166669057)",,,,Indiana,Adderly's Pad,847,,1IN8,,Allen,,Heliport,,,,Fort Wayne,Chicago,09/2010,IN,-85.2181111115289,41.1074166669057
"POINT (-85.2480280557788 41.0400477777871)",,,3,Indiana,The Lutheran Hosp Of Indiana,811,,64II,,Allen,W,Heliport,,,,Fort Wayne,Detroit,02/1992,IN,-85.2480280557788,41.0400477777871
"POINT (-85.1600000004026 41.064444444241)",,,4,Indiana,Fort Wayne-District Operations,785,,5II7,,Allen,W,Heliport,,,,Fort Wayne,Chicago,03/1996,IN,-85.1600000004026,41.064444444241
"POINT (-85.1077777780535 41.1744444445785)",,,,Indiana,Dupont Hospital,828,,9IN5,,Allen,,Heliport,,,,Fort Wayne,Chicago,07/2003,IN,-85.1077777780535,41.1744444445785
"POINT (-85.1011111108355 41.187499999836)",,,,Indiana,Parkview Rgnl Medical Center,979,,IN97,,Allen,,Heliport,,,,Fort Wayne,Chicago,09/2013,IN,-85.1011111108355,41.187499999836
"POINT (-86.5097222218151 40.2686111112694)",,,2,Indiana,Clinton County Fairgrounds,868,,68II,,Clinton,W,Heliport,,,,Frankfort,Chicago,11/1992,IN,-86.5097222218151,40.2686111112694
"POINT (-86.077764444634 39.4800497219868)",,,2,Indiana,Johnson Memorial Hospital,742,,55II,,Johnson,W,Heliport,,,,Franklin,St Louis,03/1988,IN,-86.077764444634,39.4800497219868
"POINT (-87.3361488892784 41.5911472221814)",,,1,Indiana,Police,591,,IN78,,Lake,W,Heliport,,,,Gary,Chicago,08/1972,IN,-87.3361488892784,41.5911472221814
"POINT (-87.3489272220741 41.5997583333278)",,,1,Indiana,Northwest Family Hosp,598,,IN79,,Lake,W,Heliport,,,,Gary,Chicago,03/1974,IN,-87.3489272220741,41.5997583333278
"POINT (-85.7822222222832 39.8147222224237)",,,,Indiana,Hancock Memorial Hospital,902,,8IN4,,Hancock,,Heliport,,,,Greenfield,St Louis,05/2004,IN,-85.7822222222832,39.8147222224237
"POINT (-85.2433333334416 39.9541666664678)",,,,Indiana,Wilbur Wright Birthplace,1140,,II9,,Adams,,Heliport,,,,Hagerstown,St Louis,05/2010,IN,-85.2433333334416,39.9541666664678
"POINT (-87.4913888888226 41.5941666665022)",,,2,Indiana,Escc,600,,4II5,,Lake,W,Heliport,,,,Hammond,Chicago,08/1994,IN,-87.4913888888226,41.5941666665022
"POINT (-87.5244444442673 41.6147222219072)",,,3,Indiana,Franciscan St Margaret Health - Hammond,624,,7IN4,,Lake,W,Heliport,,,,Hammond,Chicago,11/2002,IN,-87.5244444442673,41.6147222219072
"POINT (-85.3718333337386 40.4678055558449)",,,,Indiana,Blackford Community Hospital,1221,,4IN0,,Blackford,,Heliport,,,,Hartford City,Chicago,04/2010,IN,-85.3718333337386,40.4678055558449
"POINT (-85.7124805557998 39.2806063891236)",,,2,Indiana,White's,771,,94IN,,Bartholomew,W,Heliport,,,,Hartsville,St Louis,10/1981,IN,-85.7124805557998,39.2806063891236
"POINT (-86.5208311111137 39.6144908333743)",,,2,Indiana,Helton,815,,8II4,,Hendricks,W,Heliport,,,,Hazelwood,St Louis,06/1985,IN,-86.5208311111137,39.6144908333743
"POINT (-87.2138888887788 41.3883333334517)",,,2,Indiana,Carlson Farms,735,,II46,,Porter,W,Heliport,,,,Hebron,Chicago,03/1996,IN,-87.2138888887788,41.3883333334517
